cohort_id,path,relative_path,case_id,label,class_name,fold,cohort_name,prediction,confidence,correct,model,seed,predicted_class_name,logit_0_01_tumor,probability_0_01_tumor,logit_1_02_stroma,probability_1_02_stroma,logit_2_03_complex,probability_2_03_complex,logit_3_04_lympho,probability_3_04_lympho,logit_4_05_debris,probability_4_05_debris,logit_5_06_mucosa,probability_5_06_mucosa,logit_6_07_adipose,probability_6_07_adipose,logit_7_08_empty,probability_7_08_empty,all_models_correct,confidence_group,target_role,target_class,analysis_family
3461675807569ebd,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10625_CRC-Prim-HE-05_009b.tif_Row_151_Col_1501.tif,02_STROMA/10625_CRC-Prim-HE-05_009b.tif_Row_151_Col_1501.tif,CRC-Prim-HE-05,1,02_STROMA,4,repeat_calibration_16,1,0.7941877245903015,True,ResNet18,89,02_STROMA,-1.7837920188903809,0.00379224633798,3.5605692863464355,0.7941877245903015,1.6655373573303225,0.1193771660327911,0.891385555267334,0.0550441816449165,-0.1986383944749832,0.0185063164681196,-2.1001813411712646,0.0027636976446956,-2.1508684158325195,0.002627104287967,-1.80802583694458,0.0037014503031969,True,low,true_class,1,primary_jointly_correct_true_class
3461675807569ebd,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10625_CRC-Prim-HE-05_009b.tif_Row_151_Col_1501.tif,02_STROMA/10625_CRC-Prim-HE-05_009b.tif_Row_151_Col_1501.tif,CRC-Prim-HE-05,1,02_STROMA,4,repeat_calibration_16,1,0.9225633,True,UNI,89,02_STROMA,-2.164506,0.0017654996,4.0942163,0.9225633,1.1108133,0.046700403,0.011703591,0.015559061,-0.7725821,0.007101866,-1.2048758,0.0046092435,-2.718473,0.0010145719,-3.1098504,0.0006859773,True,middle,true_class,1,primary_jointly_correct_true_class
39f8deff00e87441,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,CRC-Prim-HE-04,0,01_TUMOR,3,repeat_calibration_16,0,0.9916292428970336,True,DINOv2,89,01_TUMOR,7.25892972946167,0.9916292428970336,-1.849005460739136,0.0001098559077945,-1.740391731262207,0.0001224598963744,-4.753330230712891,6.018536623741966e-06,-1.0289769172668457,0.0002494349027983,2.4164955615997314,0.0078218048438429,-2.5171427726745605,5.631900785374455e-05,-4.958991527557373,4.899745817965595e-06,True,high,true_class,0,primary_jointly_correct_true_class
39f8deff00e87441,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,CRC-Prim-HE-04,0,01_TUMOR,3,repeat_calibration_16,0,0.9999988079071044,True,ResNet18,89,01_TUMOR,15.797603607177734,0.9999988079071044,-4.591365337371826,1.3969555512360896e-09,-5.010324001312256,9.188214633581991e-10,-2.788169384002685,8.478140856027494e-09,-0.2605319321155548,1.0617924317557481e-07,1.7500115633010864,7.928804279799806e-07,0.7407243847846985,2.889881329792843e-07,-4.850963592529297,1.0775580427946352e-09,True,high,true_class,0,primary_jointly_correct_true_class
39f8deff00e87441,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,01_TUMOR/2D96_CRC-Prim-HE-04_032.tif_Row_601_Col_151.tif,CRC-Prim-HE-04,0,01_TUMOR,3,repeat_calibration_16,0,0.9999057,True,UNI,89,01_TUMOR,9.449546,0.9999057,-2.656384,5.52612e-06,-0.85697263,3.341142e-05,-1.953746,1.1157641e-05,-2.5962164,5.8688233e-06,-0.8752225,3.280721e-05,-3.2681112,2.997442e-06,-3.3916936,2.6489845e-06,True,high,true_class,0,primary_jointly_correct_true_class
7cbabdfbfb2a3c84,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/07_ADIPOSE/152A4_CRC-Prim-HE-05_032.tif_Row_1051_Col_3901.tif,07_ADIPOSE/152A4_CRC-Prim-HE-05_032.tif_Row_1051_Col_3901.tif,CRC-Prim-HE-05,6,07_ADIPOSE,4,repeat_calibration_16,6,0.9999597072601318,True,DINOv2,89,07_ADIPOSE,-7.048207759857178,1.7964911780410375e-09,2.347383975982666,2.162114651582669e-05,-6.38922119140625,3.4723182107398998e-09,-5.012840747833252,1.3752262439936658e-08,2.151416778564453,1.7773438230506144e-05,-3.862502336502075,4.344694559677009e-08,13.089181900024414,0.9999597072601318,-0.8282012343406677,9.0310817313366e-07,True,high,true_class,6,primary_jointly_correct_true_class
7cbabdfbfb2a3c84,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/07_ADIPOSE/152A4_CRC-Prim-HE-05_032.tif_Row_1051_Col_3901.tif,07_ADIPOSE/152A4_CRC-Prim-HE-05_032.tif_Row_1051_Col_3901.tif,CRC-Prim-HE-05,6,07_ADIPOSE,4,repeat_calibration_16,6,0.985398769378662,True,ResNet18,89,07_ADIPOSE,-0.3457772135734558,0.0014698705635964,-1.4551703929901123,0.00048470281763,-1.9710190296173096,0.0002893646887969,-1.4673151969909668,0.0004788519290741,0.1707328408956527,0.0024637491442263,-1.361355900764465,0.0005323764635249,6.162095069885254,0.985398769378662,1.4531102180480957,0.0088823083788156,True,middle,true_class,6,primary_jointly_correct_true_class
7cbabdfbfb2a3c84,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/07_ADIPOSE/152A4_CRC-Prim-HE-05_032.tif_Row_1051_Col_3901.tif,07_ADIPOSE/152A4_CRC-Prim-HE-05_032.tif_Row_1051_Col_3901.tif,CRC-Prim-HE-05,6,07_ADIPOSE,4,repeat_calibration_16,6,0.99568236,True,UNI,89,07_ADIPOSE,-1.2896034,0.00052104035,-1.9992601,0.00025625443,-3.5964274,5.1883606e-05,-0.46464932,0.0011888974,-0.090475306,0.0017284073,-1.624405,0.00037279396,6.265753,0.99568236,-2.2558331,0.00019826373,True,middle,true_class,6,primary_jointly_correct_true_class
7fbe4f5d5ceb71bf,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/04_LYMPHO/119A9_CRC-Prim-HE-07_002.tif_Row_1_Col_1.tif,04_LYMPHO/119A9_CRC-Prim-HE-07_002.tif_Row_1_Col_1.tif,CRC-Prim-HE-07,3,04_LYMPHO,6,repeat_calibration_16,3,0.7800988554954529,True,DINOv2,89,04_LYMPHO,0.3022000789642334,0.0369181968271732,0.1393281072378158,0.0313693843781948,1.1142627000808716,0.0831600427627563,3.3529162406921387,0.7800988554954529,0.6644290089607239,0.0530340075492858,-0.6521139144897461,0.0142163187265396,-3.32088303565979,0.0009857240365818,-4.831876754760742,0.0002175399422412,True,middle,true_class,3,primary_jointly_correct_true_class
7fbe4f5d5ceb71bf,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/04_LYMPHO/119A9_CRC-Prim-HE-07_002.tif_Row_1_Col_1.tif,04_LYMPHO/119A9_CRC-Prim-HE-07_002.tif_Row_1_Col_1.tif,CRC-Prim-HE-07,3,04_LYMPHO,6,repeat_calibration_16,3,0.7498572468757629,True,ResNet18,89,04_LYMPHO,-2.6457114219665527,0.0006591532146558,-0.930160641670227,0.0036647191736847,3.24194073677063,0.2376628071069717,4.390970706939697,0.7498572468757629,-0.5129159092903137,0.0055622132495045,-1.912036418914795,0.001372831990011,-3.023452043533325,0.0004517889465205,-2.4913439750671387,0.0007691787905059,True,low,true_class,3,primary_jointly_correct_true_class
7fbe4f5d5ceb71bf,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/04_LYMPHO/119A9_CRC-Prim-HE-07_002.tif_Row_1_Col_1.tif,04_LYMPHO/119A9_CRC-Prim-HE-07_002.tif_Row_1_Col_1.tif,CRC-Prim-HE-07,3,04_LYMPHO,6,repeat_calibration_16,3,0.7738978,True,UNI,89,04_LYMPHO,0.5959868,0.0668183,-0.8513445,0.015715469,1.1445353,0.115645036,3.0454497,0.7738978,-0.6657937,0.018919563,-2.7497392,0.0023543176,-3.1642985,0.001555336,-1.9778845,0.005094214,True,low,true_class,3,primary_jointly_correct_true_class
935e673920be3e3e,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/08_EMPTY/14C0_CRC-Prim-HE-10_026.tif_Row_1201_Col_151.tif,08_EMPTY/14C0_CRC-Prim-HE-10_026.tif_Row_1201_Col_151.tif,CRC-Prim-HE-10,7,08_EMPTY,9,repeat_calibration_16,7,0.9868218898773192,True,DINOv2,89,08_EMPTY,-3.904268264770508,4.622007509169634e-06,-3.807455062866211,5.091855655336985e-06,-5.666704654693604,7.932579819680541e-07,-3.044731378555298,1.091749163606437e-05,0.3832975327968597,0.0003364316071383,-5.228979587554932,1.2288985544728348e-06,4.023583889007568,0.0128189688548445,8.367147445678711,0.9868218898773192,True,high,true_class,7,primary_jointly_correct_true_class
935e673920be3e3e,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/08_EMPTY/14C0_CRC-Prim-HE-10_026.tif_Row_1201_Col_151.tif,08_EMPTY/14C0_CRC-Prim-HE-10_026.tif_Row_1201_Col_151.tif,CRC-Prim-HE-10,7,08_EMPTY,9,repeat_calibration_16,7,0.9926080703735352,True,ResNet18,89,08_EMPTY,-2.895489454269409,2.3571627025376077e-05,-1.6492096185684204,8.196754788514227e-05,-2.4054651260375977,3.847729385597631e-05,-2.878725290298462,2.3970127585926093e-05,-0.9993513822555542,0.0001569899613969,-2.621948480606079,3.098753950325772e-05,2.803250789642334,0.0070359236560761,7.752557754516602,0.9926080703735352,True,middle,true_class,7,primary_jointly_correct_true_class
935e673920be3e3e,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/08_EMPTY/14C0_CRC-Prim-HE-10_026.tif_Row_1201_Col_151.tif,08_EMPTY/14C0_CRC-Prim-HE-10_026.tif_Row_1201_Col_151.tif,CRC-Prim-HE-10,7,08_EMPTY,9,repeat_calibration_16,7,0.75965863,True,UNI,89,08_EMPTY,-1.6065092,0.008745956,-2.7508807,0.0027849223,-1.4403763,0.010326613,-1.4858723,0.009867321,-1.7972081,0.0072274935,-2.081606,0.0054384535,1.502762,0.1959506,2.8577685,0.75965863,True,low,true_class,7,primary_jointly_correct_true_class
93eff4e2a3b4b436,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/27A5_CRC-Prim-HE-03_002.tif_Row_301_Col_1801.tif,03_COMPLEX/27A5_CRC-Prim-HE-03_002.tif_Row_301_Col_1801.tif,CRC-Prim-HE-03,2,03_COMPLEX,2,repeat_calibration_16,2,0.9556726813316344,True,DINOv2,89,03_COMPLEX,-2.076002359390259,0.0005009840824641,-0.0757615864276886,0.0037026905920356,5.477593898773193,0.9556726813316344,2.193110942840576,0.0357994474470615,-0.0493830814957618,0.0038016624748706,-2.142202615737915,0.000468892743811,-4.761125087738037,3.4173543099313974e-05,-5.321223735809326,1.9518312910804525e-05,True,middle,true_class,2,primary_jointly_correct_true_class
93eff4e2a3b4b436,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/27A5_CRC-Prim-HE-03_002.tif_Row_301_Col_1801.tif,03_COMPLEX/27A5_CRC-Prim-HE-03_002.tif_Row_301_Col_1801.tif,CRC-Prim-HE-03,2,03_COMPLEX,2,repeat_calibration_16,2,0.8437578082084656,True,ResNet18,89,03_COMPLEX,-1.3807754516601562,0.0020012869499623,0.5746839642524719,0.0141434278339147,4.663299560546875,0.8437578082084656,2.8017120361328125,0.131141647696495,-0.3534954488277435,0.0055905091576278,-1.543692946434021,0.0017004159744828,-2.557069063186645,0.0006172365974634,-2.0280098915100098,0.0010476567549631,True,low,true_class,2,primary_jointly_correct_true_class
93eff4e2a3b4b436,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/27A5_CRC-Prim-HE-03_002.tif_Row_301_Col_1801.tif,03_COMPLEX/27A5_CRC-Prim-HE-03_002.tif_Row_301_Col_1801.tif,CRC-Prim-HE-03,2,03_COMPLEX,2,repeat_calibration_16,2,0.6483887,True,UNI,89,03_COMPLEX,-1.0065219,0.0032372703,-0.35328513,0.006221225,4.293238,0.6483887,3.6480525,0.34012207,-2.0457158,0.0011451509,-2.917895,0.00047871846,-3.715704,0.00021557393,-3.835578,0.00019122084,True,low,true_class,2,primary_jointly_correct_true_class
a06e84f10dd02759,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/16812_CRC-Prim-HE-01_035.tif_Row_1_Col_451.tif,03_COMPLEX/16812_CRC-Prim-HE-01_035.tif_Row_1_Col_451.tif,CRC-Prim-HE-01,2,03_COMPLEX,0,repeat_calibration_16,2,0.8309507966041565,True,DINOv2,89,03_COMPLEX,-1.0948090553283691,0.0114147579297423,-0.5578235387802124,0.0195288434624671,3.192854404449463,0.8309507966041565,0.44367516040802,0.0531645156443119,0.5610349178314209,0.0597847774624824,-0.3160189390182495,0.0248708669096231,-5.441689014434815,0.0001477885234635,-5.513155937194824,0.0001375950669171,True,middle,true_class,2,primary_jointly_correct_true_class
a06e84f10dd02759,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/16812_CRC-Prim-HE-01_035.tif_Row_1_Col_451.tif,03_COMPLEX/16812_CRC-Prim-HE-01_035.tif_Row_1_Col_451.tif,CRC-Prim-HE-01,2,03_COMPLEX,0,repeat_calibration_16,2,0.9921082854270936,True,ResNet18,89,03_COMPLEX,1.7016712427139282,0.0037115393206477,-1.339565634727478,0.0001773216063156,7.290056705474853,0.9921082854270936,1.7470401525497437,0.0038838067557662,-2.9113893508911133,3.6823676055064425e-05,-3.0714426040649414,3.137739622616209e-05,-3.272883653640747,2.565265094744973e-05,-3.2924394607543945,2.515586129447911e-05,True,middle,true_class,2,primary_jointly_correct_true_class
a06e84f10dd02759,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/03_COMPLEX/16812_CRC-Prim-HE-01_035.tif_Row_1_Col_451.tif,03_COMPLEX/16812_CRC-Prim-HE-01_035.tif_Row_1_Col_451.tif,CRC-Prim-HE-01,2,03_COMPLEX,0,repeat_calibration_16,2,0.9947513,True,UNI,89,03_COMPLEX,0.20688783,0.000903664,-0.066220805,0.0006876975,7.210678,0.9947513,1.4982473,0.0032872842,-1.1721296,0.000227566,-1.8071501,0.00012059286,-3.9281003,1.4461202e-05,-4.588583,7.470687e-06,True,middle,true_class,2,primary_jointly_correct_true_class
a9d9432c0d68ed0a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,CRC-Prim-HE-01,0,01_TUMOR,0,repeat_calibration_16,0,0.4044618010520935,True,DINOv2,89,01_TUMOR,1.9130377769470213,0.4044618010520935,-1.8880441188812256,0.009038339368999,-2.972158193588257,0.0030567785724997,-3.7280819416046143,0.0014353910228237,1.6216329336166382,0.3022191524505615,-5.984157562255859,0.0001503727544331,0.1042203232645988,0.0662701651453971,1.2734988927841189,0.2133679986000061,True,low,true_class,0,primary_jointly_correct_true_class
a9d9432c0d68ed0a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,CRC-Prim-HE-01,0,01_TUMOR,0,repeat_calibration_16,0,0.6425607800483704,True,ResNet18,89,01_TUMOR,6.023810386657715,0.6425607800483704,-4.003308296203613,2.8391734304022972e-05,-4.276500701904297,2.160458461730741e-05,0.9133908748626708,0.0038769245147705,-1.9049452543258667,0.0002314724697498,5.422980785369873,0.3523524105548858,-0.8879095315933228,0.000640018377453,-1.684836506843567,0.0002884638961404,True,low,true_class,0,primary_jointly_correct_true_class
a9d9432c0d68ed0a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,CRC-Prim-HE-01,0,01_TUMOR,0,repeat_calibration_16,0,0.94146276,True,UNI,89,01_TUMOR,3.7166774,0.94146276,-1.8841767,0.0034784293,0.267105,0.02990012,-1.117382,0.0074885497,-1.2373595,0.0066419,-2.5068734,0.0018661622,-1.3262819,0.006076784,-2.004113,0.0030852861,True,middle,true_class,0,primary_jointly_correct_true_class
b37b8b23cb98ecbb,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/05_DEBRIS/1695A_CRC-Prim-HE-09_003.tif_Row_151_Col_451.tif,05_DEBRIS/1695A_CRC-Prim-HE-09_003.tif_Row_151_Col_451.tif,CRC-Prim-HE-09,4,05_DEBRIS,8,repeat_calibration_16,4,0.6836060881614685,True,DINOv2,89,05_DEBRIS,-5.1939191818237305,3.421217843424529e-05,3.7487754821777344,0.2617842257022857,0.3531214594841003,0.0087746456265449,-5.09219217300415,3.787564128288068e-05,4.70863676071167,0.6836060881614685,-2.1284005641937256,0.000733699882403,1.9857078790664675,0.0449006780982017,-3.869723320007324,0.0001286090846406,True,middle,true_class,4,primary_jointly_correct_true_class
b37b8b23cb98ecbb,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/05_DEBRIS/1695A_CRC-Prim-HE-09_003.tif_Row_151_Col_451.tif,05_DEBRIS/1695A_CRC-Prim-HE-09_003.tif_Row_151_Col_451.tif,CRC-Prim-HE-09,4,05_DEBRIS,8,repeat_calibration_16,4,0.7587377429008484,True,ResNet18,89,05_DEBRIS,-7.159139633178711,2.373166807956295e-06,-0.439454972743988,0.001966301118955,-2.477154493331909,0.0002562645240686,-2.660042762756348,0.0002134326350642,5.51604700088501,0.7587377429008484,3.155374526977539,0.0715920254588127,4.002989768981934,0.1671010851860046,-3.149689197540283,0.000130800763145,True,low,true_class,4,primary_jointly_correct_true_class
