cohort_id,case_id,class_name,true_class,fold,cohort_stratum,all_seeds_correct,any_seed_incorrect,pairwise_prediction_agreement,mean_predicted_class_spearman_same_prediction_a,mean_common_true_class_spearman_a,mean_predicted_class_spearman_same_prediction_b,mean_common_true_class_spearman_b,method_a,method_b
5bec1382c8f3cb55,CRC-Prim-HE-03,07_ADIPOSE,6,2,correct_high_confidence,True,False,1.0,0.8312429927292684,0.8312429927292684,0.9831171745022361,0.9831171745022361,intervention_activation_patch,gradient_attention_rollout
5d411163bd5b888a,CRC-Prim-HE-07,03_COMPLEX,2,6,correct_high_confidence,True,False,1.0,0.5672203534469735,0.5672203534469735,0.8489918107031957,0.8489918107031957,intervention_activation_patch,gradient_attention_rollout
5ecfdf1119937db7,CRC-Prim-HE-04,05_DEBRIS,4,3,correct_high_confidence,True,False,1.0,0.7077761863739954,0.7077761863739954,0.9805624751527581,0.9805624751527581,intervention_activation_patch,gradient_attention_rollout
5fbd0a0168e78ab0,CRC-Prim-HE-01,05_DEBRIS,4,0,correct_high_confidence,True,False,1.0,0.7717176279821574,0.7717176279821574,0.9412885237395753,0.9412885237395753,intervention_activation_patch,gradient_attention_rollout
645c14ff0bce5563,CRC-Prim-HE-01,03_COMPLEX,2,0,correct_low_confidence,True,False,1.0,0.7677815442748,0.7677815442748,0.928029034860072,0.928029034860072,intervention_activation_patch,gradient_attention_rollout
6465c9036d58a3a9,CRC-Prim-HE-03,04_LYMPHO,3,2,incorrect_any_model,False,True,0.6444444444444445,0.6410971951881199,0.8084727368439452,0.8747943562026731,0.9068921313156266,intervention_activation_patch,gradient_attention_rollout
6478ba2ccbc35e68,CRC-Prim-HE-10,02_STROMA,1,9,incorrect_any_model,False,True,0.6444444444444445,0.6589724244578405,0.6022427271760855,0.880681999603757,0.8744327302702939,intervention_activation_patch,gradient_attention_rollout
647e242b6bd13231,CRC-Prim-HE-01,02_STROMA,1,0,correct_low_confidence,False,True,0.5333333333333333,0.7702820431778976,0.7714875040517771,0.9456739900177175,0.9432768697743318,intervention_activation_patch,gradient_attention_rollout
6504385ff1a70fd3,CRC-Prim-HE-04,02_STROMA,1,3,correct_high_confidence,True,False,1.0,0.8913138404145489,0.8913138404145489,0.9712807054358903,0.9712807054358903,intervention_activation_patch,gradient_attention_rollout
656e475a6969c0d0,CRC-Prim-HE-03,07_ADIPOSE,6,2,correct_low_confidence,True,False,1.0,0.709925356443463,0.709925356443463,0.9727459423180962,0.9727459423180962,intervention_activation_patch,gradient_attention_rollout
66c5c50aae1f3eb7,CRC-Prim-HE-08,05_DEBRIS,4,7,correct_low_confidence,True,False,1.0,0.7273585472577543,0.7273585472577543,0.9365236616578169,0.9365236616578169,intervention_activation_patch,gradient_attention_rollout
67161ff392b6a2aa,CRC-Prim-HE-04,04_LYMPHO,3,3,correct_high_confidence,True,False,1.0,0.8665513072966694,0.8665513072966694,0.966777043760365,0.966777043760365,intervention_activation_patch,gradient_attention_rollout
680133a362d38828,CRC-Prim-HE-04,07_ADIPOSE,6,3,correct_high_confidence,True,False,1.0,0.8497101059312554,0.8497101059312554,0.9805832649342437,0.9805832649342437,intervention_activation_patch,gradient_attention_rollout
68809a84892adcad,CRC-Prim-HE-03,02_STROMA,1,2,correct_high_confidence,False,True,0.8,0.8946762730603355,0.8865062768913868,0.9734117023094543,0.9718139084346482,intervention_activation_patch,gradient_attention_rollout
68d7766cea567a97,CRC-Prim-HE-04,05_DEBRIS,4,3,correct_high_confidence,True,False,1.0,0.7693774293451228,0.7693774293451228,0.9651973391204719,0.9651973391204719,intervention_activation_patch,gradient_attention_rollout
6bb749c48303d88f,CRC-Prim-HE-06,08_EMPTY,7,5,incorrect_any_model,False,True,1.0,0.4276970784995856,0.6100527099569195,0.914792956620368,0.96238101436071,intervention_activation_patch,gradient_attention_rollout
6cacd7b496b4816f,CRC-Prim-HE-02,06_MUCOSA,5,1,correct_low_confidence,True,False,1.0,0.8640830182615633,0.8640830182615633,0.810238560086276,0.810238560086276,intervention_activation_patch,gradient_attention_rollout
6dac77a087f5872c,CRC-Prim-HE-10,05_DEBRIS,4,9,incorrect_any_model,True,False,1.0,0.7344389250971161,0.7344389250971161,0.850570452832962,0.850570452832962,intervention_activation_patch,gradient_attention_rollout
6dc48436e2c96b2a,CRC-Prim-HE-07,06_MUCOSA,5,6,incorrect_any_model,True,False,1.0,0.799435121919928,0.799435121919928,0.8881175065366509,0.8881175065366509,intervention_activation_patch,gradient_attention_rollout
6dfec46ce602f4f6,CRC-Prim-HE-01,01_TUMOR,0,0,correct_high_confidence,True,False,1.0,0.7837699277793624,0.7837699277793624,0.9153885289635836,0.9153885289635836,intervention_activation_patch,gradient_attention_rollout
6e927ae0504f4dae,CRC-Prim-HE-06,08_EMPTY,7,5,correct_low_confidence,False,True,0.4444444444444444,0.479896214220064,0.4696571626554561,0.9321602690275641,0.9483739079388102,intervention_activation_patch,gradient_attention_rollout
6eedbeb9298dae43,CRC-Prim-HE-09,04_LYMPHO,3,8,correct_low_confidence,False,True,0.8,0.8193801425377302,0.7818788387144634,0.9326897620951282,0.915179887391635,intervention_activation_patch,gradient_attention_rollout
6f26e2e694fdda3c,CRC-Prim-HE-02,01_TUMOR,0,1,correct_low_confidence,True,False,1.0,0.5885930746865241,0.5885930746865241,0.8877701011421102,0.8877701011421102,intervention_activation_patch,gradient_attention_rollout
6f643b1b38de98a5,CRC-Prim-HE-10,08_EMPTY,7,9,correct_low_confidence,True,False,1.0,0.5027047663499273,0.5027047663499273,0.9845745133924976,0.9845745133924976,intervention_activation_patch,gradient_attention_rollout
73c86c58e897369e,CRC-Prim-HE-05,03_COMPLEX,2,4,correct_low_confidence,True,False,1.0,0.6429118775711429,0.6429118775711429,0.9258427077716418,0.9258427077716418,intervention_activation_patch,gradient_attention_rollout
753e54983d8212fa,CRC-Prim-HE-04,02_STROMA,1,3,correct_high_confidence,True,False,1.0,0.8295574860768283,0.8295574860768283,0.9647306846726716,0.9647306846726716,intervention_activation_patch,gradient_attention_rollout
7778660ba40e1dfb,CRC-Prim-HE-03,05_DEBRIS,4,2,incorrect_any_model,False,True,0.8,0.7596640840151303,0.7289653603063859,0.9258776112293153,0.92324674761223,intervention_activation_patch,gradient_attention_rollout
7985173f57daa8e2,CRC-Prim-HE-10,01_TUMOR,0,9,incorrect_any_model,True,False,1.0,0.7535617789916874,0.7535617789916874,0.8791617503437665,0.8791617503437665,intervention_activation_patch,gradient_attention_rollout
79beeb51534cb278,CRC-Prim-HE-05,06_MUCOSA,5,4,correct_low_confidence,True,False,1.0,0.8313643630439412,0.8313643630439412,0.8449892642205915,0.8449892642205915,intervention_activation_patch,gradient_attention_rollout
7a31e1bbcfbef273,CRC-Prim-HE-06,03_COMPLEX,2,5,correct_low_confidence,True,False,1.0,0.556433014820952,0.556433014820952,0.8313547092662392,0.8313547092662392,intervention_activation_patch,gradient_attention_rollout
7ae9f8fa547b14cf,CRC-Prim-HE-03,07_ADIPOSE,6,2,incorrect_any_model,True,False,1.0,0.7323032713696,0.7323032713696,0.9780514095524975,0.9780514095524975,intervention_activation_patch,gradient_attention_rollout
7c266944ec5e5596,CRC-Prim-HE-07,07_ADIPOSE,6,6,correct_low_confidence,True,False,1.0,0.6808366451620136,0.6808366451620136,0.968964433358922,0.968964433358922,intervention_activation_patch,gradient_attention_rollout
