cohort_id,path,relative_path,case_id,label,class_name,fold,uni_prediction,uni_predicted_class_name,uni_confidence,uni_correct,cnn_prediction,cnn_predicted_class_name,cnn_confidence,cnn_correct,joint_confidence,both_correct,either_incorrect,cohort_stratum,reference_seed,selection_seed,selected_without_attribution
ac296c08e234f433,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/1A11_CRC-Prim-HE-07_022.tif_Row_601_Col_151.tif,01_TUMOR/1A11_CRC-Prim-HE-07_022.tif_Row_601_Col_151.tif,CRC-Prim-HE-07,0,01_TUMOR,6,0,01_TUMOR,0.99804854,True,0,01_TUMOR,0.9964958,True,0.99727213,True,False,correct_high_confidence,41,2027,True
8fc5ae04f95141e4,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/1259_CRC-Prim-HE-08_007.tif_Row_601_Col_301.tif,01_TUMOR/1259_CRC-Prim-HE-08_007.tif_Row_601_Col_301.tif,CRC-Prim-HE-08,0,01_TUMOR,7,0,01_TUMOR,0.99982846,True,0,01_TUMOR,0.99957615,True,0.99970233,True,False,correct_high_confidence,41,2027,True
5a904b4bcd844135,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/171D2_CRC-Prim-HE-08_007.tif_Row_301_Col_151.tif,01_TUMOR/171D2_CRC-Prim-HE-08_007.tif_Row_301_Col_151.tif,CRC-Prim-HE-08,0,01_TUMOR,7,0,01_TUMOR,0.99964607,True,0,01_TUMOR,0.99984837,True,0.9997472,True,False,correct_high_confidence,41,2027,True
d2cd5399d5294aee,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/291E_CRC-Prim-HE-09_024.tif_Row_601_Col_151.tif,01_TUMOR/291E_CRC-Prim-HE-09_024.tif_Row_601_Col_151.tif,CRC-Prim-HE-09,0,01_TUMOR,8,0,01_TUMOR,0.99975747,True,0,01_TUMOR,0.99967396,True,0.9997157,True,False,correct_high_confidence,41,2027,True
dfaa8ec92189e348,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/7AC8_CRC-Prim-HE-09_010.tif_Row_151_Col_751.tif,01_TUMOR/7AC8_CRC-Prim-HE-09_010.tif_Row_151_Col_751.tif,CRC-Prim-HE-09,0,01_TUMOR,8,0,01_TUMOR,0.99985254,True,0,01_TUMOR,0.9993069,True,0.9995797,True,False,correct_high_confidence,41,2027,True
d3bbf2f08cac9ae7,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/6E25_CRC-Prim-HE-10_029.tif_Row_1_Col_151.tif,01_TUMOR/6E25_CRC-Prim-HE-10_029.tif_Row_1_Col_151.tif,CRC-Prim-HE-10,0,01_TUMOR,9,0,01_TUMOR,0.98820835,True,0,01_TUMOR,0.6771527,True,0.8326805,True,False,correct_high_confidence,41,2027,True
a9d9432c0d68ed0a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,01_TUMOR/3CD6_CRC-Prim-HE-01_027.tif_Row_1_Col_301.tif,CRC-Prim-HE-01,0,01_TUMOR,0,0,01_TUMOR,0.94103265,True,0,01_TUMOR,0.52629244,True,0.73366255,True,False,correct_low_confidence,41,2027,True
6f26e2e694fdda3c,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/1085B_CRC-Prim-HE-02_034.tif_Row_1_Col_301.tif,01_TUMOR/1085B_CRC-Prim-HE-02_034.tif_Row_1_Col_301.tif,CRC-Prim-HE-02,0,01_TUMOR,1,0,01_TUMOR,0.998738,True,0,01_TUMOR,0.3879234,True,0.6933307,True,False,correct_low_confidence,41,2027,True
c67fc5a94d0afbcd,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/32BF_CRC-Prim-HE-04_025.tif_Row_1_Col_1.tif,01_TUMOR/32BF_CRC-Prim-HE-04_025.tif_Row_1_Col_1.tif,CRC-Prim-HE-04,0,01_TUMOR,3,0,01_TUMOR,0.68332756,True,0,01_TUMOR,0.42276525,True,0.5530464,True,False,correct_low_confidence,41,2027,True
d9dd2006e13c0d70,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/15424_CRC-Prim-HE-05_024.tif_Row_1_Col_151.tif,01_TUMOR/15424_CRC-Prim-HE-05_024.tif_Row_1_Col_151.tif,CRC-Prim-HE-05,0,01_TUMOR,4,0,01_TUMOR,0.5424011,True,0,01_TUMOR,0.34570795,True,0.4440545,True,False,correct_low_confidence,41,2027,True
0fd1929553a3bc9a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/77AC_CRC-Prim-HE-06_025.tif_Row_301_Col_151.tif,01_TUMOR/77AC_CRC-Prim-HE-06_025.tif_Row_301_Col_151.tif,CRC-Prim-HE-06,0,01_TUMOR,5,0,01_TUMOR,0.4619821,True,0,01_TUMOR,0.99997365,True,0.7309779,True,False,correct_low_confidence,41,2027,True
422c2fc907ade074,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/68F1_CRC-Prim-HE-07.tif_Row_451_Col_901.tif,01_TUMOR/68F1_CRC-Prim-HE-07.tif_Row_451_Col_901.tif,CRC-Prim-HE-07,0,01_TUMOR,6,0,01_TUMOR,0.90587157,True,0,01_TUMOR,0.464401,True,0.6851363,True,False,correct_low_confidence,41,2027,True
a5b3a36e815bbd3c,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/5B57_CRC-Prim-HE-08_010.tif_Row_151_Col_151.tif,01_TUMOR/5B57_CRC-Prim-HE-08_010.tif_Row_151_Col_151.tif,CRC-Prim-HE-08,0,01_TUMOR,7,0,01_TUMOR,0.73201835,True,0,01_TUMOR,0.7213482,True,0.72668326,True,False,correct_low_confidence,41,2027,True
c64f85e88acdea4b,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/12AA9_CRC-Prim-HE-10_029.tif_Row_1_Col_601.tif,01_TUMOR/12AA9_CRC-Prim-HE-10_029.tif_Row_1_Col_601.tif,CRC-Prim-HE-10,0,01_TUMOR,9,0,01_TUMOR,0.9267499,True,0,01_TUMOR,0.42350152,True,0.6751257,True,False,correct_low_confidence,41,2027,True
843c606a796976eb,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/7C24_CRC-Prim-HE-01_011.tif_Row_1_Col_151.tif,01_TUMOR/7C24_CRC-Prim-HE-01_011.tif_Row_1_Col_151.tif,CRC-Prim-HE-01,0,01_TUMOR,0,0,01_TUMOR,0.9740151,True,5,06_MUCOSA,0.93522197,False,0.9546186,False,True,incorrect_any_model,41,2027,True
0b7d64730d5c0c8d,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/5552_CRC-Prim-HE-02_003b.tif_Row_1_Col_151.tif,01_TUMOR/5552_CRC-Prim-HE-02_003b.tif_Row_1_Col_151.tif,CRC-Prim-HE-02,0,01_TUMOR,1,0,01_TUMOR,0.9993648,True,3,04_LYMPHO,0.9954418,False,0.99740326,False,True,incorrect_any_model,41,2027,True
cebeb9d4928b4548,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/5ADB_CRC-Prim-HE-04_029.tif_Row_451_Col_1.tif,01_TUMOR/5ADB_CRC-Prim-HE-04_029.tif_Row_451_Col_1.tif,CRC-Prim-HE-04,0,01_TUMOR,3,2,03_COMPLEX,0.87555516,False,2,03_COMPLEX,0.90278053,False,0.88916785,False,True,incorrect_any_model,41,2027,True
0bc72ae533aca28d,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/63B5_CRC-Prim-HE-04_029.tif_Row_301_Col_151.tif,01_TUMOR/63B5_CRC-Prim-HE-04_029.tif_Row_301_Col_151.tif,CRC-Prim-HE-04,0,01_TUMOR,3,2,03_COMPLEX,0.9638627,False,2,03_COMPLEX,0.8215164,False,0.8926896,False,True,incorrect_any_model,41,2027,True
96d8776a31418e3b,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/177BE_CRC-Prim-HE-05_024.tif_Row_1_Col_1.tif,01_TUMOR/177BE_CRC-Prim-HE-05_024.tif_Row_1_Col_1.tif,CRC-Prim-HE-05,0,01_TUMOR,4,3,04_LYMPHO,0.53179115,False,3,04_LYMPHO,0.38564512,False,0.45871812,False,True,incorrect_any_model,41,2027,True
c8912e73a087a123,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/17420_CRC-Prim-HE-06_025.tif_Row_151_Col_1.tif,01_TUMOR/17420_CRC-Prim-HE-06_025.tif_Row_151_Col_1.tif,CRC-Prim-HE-06,0,01_TUMOR,5,3,04_LYMPHO,0.52548385,False,0,01_TUMOR,0.999464,True,0.76247394,False,True,incorrect_any_model,41,2027,True
32eb03f4783f1cd8,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/1733E_CRC-Prim-HE-07.tif_Row_451_Col_301.tif,01_TUMOR/1733E_CRC-Prim-HE-07.tif_Row_451_Col_301.tif,CRC-Prim-HE-07,0,01_TUMOR,6,0,01_TUMOR,0.89750963,True,1,02_STROMA,0.9277417,False,0.9126257,False,True,incorrect_any_model,41,2027,True
9c8680842b999b2a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/13C8D_CRC-Prim-HE-08_010.tif_Row_301_Col_301.tif,01_TUMOR/13C8D_CRC-Prim-HE-08_010.tif_Row_301_Col_301.tif,CRC-Prim-HE-08,0,01_TUMOR,7,2,03_COMPLEX,0.8164013,False,2,03_COMPLEX,0.83295363,False,0.82467747,False,True,incorrect_any_model,41,2027,True
f3ea0c2dad2b1d8b,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/10B61_CRC-Prim-HE-09_022.tif_Row_301_Col_1.tif,01_TUMOR/10B61_CRC-Prim-HE-09_022.tif_Row_301_Col_1.tif,CRC-Prim-HE-09,0,01_TUMOR,8,2,03_COMPLEX,0.9390573,False,2,03_COMPLEX,0.7054679,False,0.8222626,False,True,incorrect_any_model,41,2027,True
7985173f57daa8e2,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/01_TUMOR/1614_CRC-Prim-HE-10_029.tif_Row_1_Col_301.tif,01_TUMOR/1614_CRC-Prim-HE-10_029.tif_Row_1_Col_301.tif,CRC-Prim-HE-10,0,01_TUMOR,9,0,01_TUMOR,0.9650154,True,2,03_COMPLEX,0.668354,False,0.8166847,False,True,incorrect_any_model,41,2027,True
d49629b83cdc32c9,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/110DF_CRC-Prim-HE-01_019.tif_Row_301_Col_751.tif,02_STROMA/110DF_CRC-Prim-HE-01_019.tif_Row_301_Col_751.tif,CRC-Prim-HE-01,1,02_STROMA,0,1,02_STROMA,0.765444,True,1,02_STROMA,0.40854362,True,0.5869938,True,False,correct_high_confidence,41,2027,True
7f22a2743f7024e1,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10317_CRC-Prim-HE-03_001.tif_Row_1201_Col_751.tif,02_STROMA/10317_CRC-Prim-HE-03_001.tif_Row_1201_Col_751.tif,CRC-Prim-HE-03,1,02_STROMA,2,1,02_STROMA,0.96192884,True,1,02_STROMA,0.9114225,True,0.93667567,True,False,correct_high_confidence,41,2027,True
68809a84892adcad,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/1495E_CRC-Prim-HE-03_011.tif_Row_601_Col_1.tif,02_STROMA/1495E_CRC-Prim-HE-03_011.tif_Row_601_Col_1.tif,CRC-Prim-HE-03,1,02_STROMA,2,1,02_STROMA,0.9512028,True,1,02_STROMA,0.9426938,True,0.9469483,True,False,correct_high_confidence,41,2027,True
6504385ff1a70fd3,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10828_CRC-Prim-HE-04.tif_Row_301_Col_3451.tif,02_STROMA/10828_CRC-Prim-HE-04.tif_Row_301_Col_3451.tif,CRC-Prim-HE-04,1,02_STROMA,3,1,02_STROMA,0.9927684,True,1,02_STROMA,0.9872657,True,0.99001706,True,False,correct_high_confidence,41,2027,True
753e54983d8212fa,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/1385_CRC-Prim-HE-04.tif_Row_151_Col_1501.tif,02_STROMA/1385_CRC-Prim-HE-04.tif_Row_151_Col_1501.tif,CRC-Prim-HE-04,1,02_STROMA,3,1,02_STROMA,0.9892508,True,1,02_STROMA,0.9917219,True,0.9904864,True,False,correct_high_confidence,41,2027,True
f1c634424fcd7ead,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/12155_CRC-Prim-HE-05_009b.tif_Row_301_Col_151.tif,02_STROMA/12155_CRC-Prim-HE-05_009b.tif_Row_301_Col_151.tif,CRC-Prim-HE-05,1,02_STROMA,4,1,02_STROMA,0.99838734,True,1,02_STROMA,0.91396797,True,0.95617765,True,False,correct_high_confidence,41,2027,True
effe32e349705865,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/132BC_CRC-Prim-HE-05_009b.tif_Row_301_Col_1351.tif,02_STROMA/132BC_CRC-Prim-HE-05_009b.tif_Row_301_Col_1351.tif,CRC-Prim-HE-05,1,02_STROMA,4,1,02_STROMA,0.98800695,True,1,02_STROMA,0.93562573,True,0.9618163,True,False,correct_high_confidence,41,2027,True
23c05114b1f1297a,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10EF2_CRC-Prim-HE-06_002.tif_Row_301_Col_1801.tif,02_STROMA/10EF2_CRC-Prim-HE-06_002.tif_Row_301_Col_1801.tif,CRC-Prim-HE-06,1,02_STROMA,5,1,02_STROMA,0.95721585,True,1,02_STROMA,0.99307656,True,0.9751462,True,False,correct_high_confidence,41,2027,True
1b61e3f45d1b6f75,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/11923_CRC-Prim-HE-06_002.tif_Row_601_Col_1.tif,02_STROMA/11923_CRC-Prim-HE-06_002.tif_Row_601_Col_1.tif,CRC-Prim-HE-06,1,02_STROMA,5,1,02_STROMA,0.95215625,True,1,02_STROMA,0.99485743,True,0.9735068,True,False,correct_high_confidence,41,2027,True
e3d399728802ed6d,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10E25_CRC-Prim-HE-07_014.tif_Row_451_Col_901.tif,02_STROMA/10E25_CRC-Prim-HE-07_014.tif_Row_451_Col_901.tif,CRC-Prim-HE-07,1,02_STROMA,6,1,02_STROMA,0.9975229,True,1,02_STROMA,0.95364416,True,0.97558355,True,False,correct_high_confidence,41,2027,True
b80fd6a4428f6c65,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/11D6_CRC-Prim-HE-07_014.tif_Row_1_Col_301.tif,02_STROMA/11D6_CRC-Prim-HE-07_014.tif_Row_1_Col_301.tif,CRC-Prim-HE-07,1,02_STROMA,6,1,02_STROMA,0.997511,True,1,02_STROMA,0.9442081,True,0.9708595,True,False,correct_high_confidence,41,2027,True
1289f7a4e7da9a8c,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/1194D_CRC-Prim-HE-08_018.tif_Row_301_Col_1.tif,02_STROMA/1194D_CRC-Prim-HE-08_018.tif_Row_301_Col_1.tif,CRC-Prim-HE-08,1,02_STROMA,7,1,02_STROMA,0.9994356,True,1,02_STROMA,0.9929558,True,0.9961957,True,False,correct_high_confidence,41,2027,True
2a78951b8bccd520,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/11FF3_CRC-Prim-HE-08_018.tif_Row_301_Col_451.tif,02_STROMA/11FF3_CRC-Prim-HE-08_018.tif_Row_301_Col_451.tif,CRC-Prim-HE-08,1,02_STROMA,7,1,02_STROMA,0.9998134,True,1,02_STROMA,0.99307114,True,0.99644226,True,False,correct_high_confidence,41,2027,True
19ee7b96b3ac6128,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/1082A_CRC-Prim-HE-09.tif_Row_451_Col_1501.tif,02_STROMA/1082A_CRC-Prim-HE-09.tif_Row_451_Col_1501.tif,CRC-Prim-HE-09,1,02_STROMA,8,1,02_STROMA,0.9786002,True,1,02_STROMA,0.79422534,True,0.88641274,True,False,correct_high_confidence,41,2027,True
1619c7f77e7ca100,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/12A26_CRC-Prim-HE-10_019.tif_Row_1_Col_1651.tif,02_STROMA/12A26_CRC-Prim-HE-10_019.tif_Row_1_Col_1651.tif,CRC-Prim-HE-10,1,02_STROMA,9,1,02_STROMA,0.9682846,True,1,02_STROMA,0.94442356,True,0.9563541,True,False,correct_high_confidence,41,2027,True
815caeca3553b92b,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/12B8A_CRC-Prim-HE-10_019.tif_Row_1_Col_1351.tif,02_STROMA/12B8A_CRC-Prim-HE-10_019.tif_Row_1_Col_1351.tif,CRC-Prim-HE-10,1,02_STROMA,9,1,02_STROMA,0.9740012,True,1,02_STROMA,0.97434753,True,0.9741744,True,False,correct_high_confidence,41,2027,True
647e242b6bd13231,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/11B53_CRC-Prim-HE-01_019.tif_Row_151_Col_901.tif,02_STROMA/11B53_CRC-Prim-HE-01_019.tif_Row_151_Col_901.tif,CRC-Prim-HE-01,1,02_STROMA,0,1,02_STROMA,0.48389465,True,1,02_STROMA,0.42615503,True,0.45502484,True,False,correct_low_confidence,41,2027,True
08b7807e7f30af2b,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/115D2_CRC-Prim-HE-03_013.tif_Row_1_Col_1.tif,02_STROMA/115D2_CRC-Prim-HE-03_013.tif_Row_1_Col_1.tif,CRC-Prim-HE-03,1,02_STROMA,2,1,02_STROMA,0.5742352,True,1,02_STROMA,0.5092904,True,0.5417628,True,False,correct_low_confidence,41,2027,True
18bcccb79b01c4e5,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/111EB_CRC-Prim-HE-04_013.tif_Row_2551_Col_901.tif,02_STROMA/111EB_CRC-Prim-HE-04_013.tif_Row_2551_Col_901.tif,CRC-Prim-HE-04,1,02_STROMA,3,1,02_STROMA,0.5496285,True,1,02_STROMA,0.52595073,True,0.5377896,True,False,correct_low_confidence,41,2027,True
3461675807569ebd,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/10625_CRC-Prim-HE-05_009b.tif_Row_151_Col_1501.tif,02_STROMA/10625_CRC-Prim-HE-05_009b.tif_Row_151_Col_1501.tif,CRC-Prim-HE-05,1,02_STROMA,4,1,02_STROMA,0.9034013,True,1,02_STROMA,0.78162867,True,0.842515,True,False,correct_low_confidence,41,2027,True
c6a6ff38756c5203,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/1247B_CRC-Prim-HE-06_003.tif_Row_751_Col_151.tif,02_STROMA/1247B_CRC-Prim-HE-06_003.tif_Row_751_Col_151.tif,CRC-Prim-HE-06,1,02_STROMA,5,1,02_STROMA,0.28509563,True,1,02_STROMA,0.65931565,True,0.47220564,True,False,correct_low_confidence,41,2027,True
eafad45d1660d58c,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/13051_CRC-Prim-HE-07_028.tif_Row_1_Col_1.tif,02_STROMA/13051_CRC-Prim-HE-07_028.tif_Row_1_Col_1.tif,CRC-Prim-HE-07,1,02_STROMA,6,1,02_STROMA,0.62065995,True,1,02_STROMA,0.6018868,True,0.6112734,True,False,correct_low_confidence,41,2027,True
b01434a09d10e513,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/13FC2_CRC-Prim-HE-09.tif_Row_151_Col_3001.tif,02_STROMA/13FC2_CRC-Prim-HE-09.tif_Row_151_Col_3001.tif,CRC-Prim-HE-09,1,02_STROMA,8,1,02_STROMA,0.9895354,True,1,02_STROMA,0.5108115,True,0.75017345,True,False,correct_low_confidence,41,2027,True
24d54f21e514ed2f,Colorectal Histology MNIST/Kather_texture_2016_image_tiles_5000/Kather_texture_2016_image_tiles_5000/02_STROMA/11F8B_CRC-Prim-HE-10_019.tif_Row_901_Col_751.tif,02_STROMA/11F8B_CRC-Prim-HE-10_019.tif_Row_901_Col_751.tif,CRC-Prim-HE-10,1,02_STROMA,9,1,02_STROMA,0.6478581,True,1,02_STROMA,0.5619478,True,0.604903,True,False,correct_low_confidence,41,2027,True
